carrier_code,date_(mm_dd_yyyy),flight_number,tail_number,destination_airport,scheduled_departure_time,actual_departure_time,dep_delay_minutes,delay_carrier_minutes,delay_weather_minutes,delay_nas_minutes,delay_security_minutes,delay_late_aircraft_minutes,flight_date
B6,08/28/2024,2424,N712JB,DCA,2025-09-09 15:40:00,2025-09-09 16:00:00,20,0,20,10,0,0,2024-08-28 00:00:00
B6,08/29/2024,24,N624JB,DCA,2025-09-09 18:30:00,2025-09-09 05:57:00,687,496,0,166,0,0,2024-08-29 00:00:00
B6,08/29/2024,94,N591JB,HPN,2025-09-09 10:30:00,2025-09-09 10:30:00,0,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,119,N821JB,RIC,2025-09-09 12:05:00,2025-09-09 12:50:00,45,0,45,10,0,0,2024-08-29 00:00:00
B6,08/29/2024,128,N505JB,EWR,2025-09-09 13:00:00,2025-09-09 13:35:00,35,0,16,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,131,N621JB,LAX,2025-09-09 18:00:00,2025-09-09 18:13:00,13,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,133,N655JB,SJU,2025-09-09 13:00:00,2025-09-09 13:03:00,3,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,184,N2084J,JFK,2025-09-09 13:45:00,2025-09-09 14:05:00,20,0,20,9,0,0,2024-08-29 00:00:00
B6,08/29/2024,384,N907JB,JFK,2025-09-09 19:00:00,2025-09-09 18:54:00,-6,0,0,33,0,0,2024-08-29 00:00:00
B6,08/29/2024,430,N632JB,BQN,2025-09-09 16:40:00,2025-09-09 16:39:00,-1,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,438,N537JT,BDL,2025-09-09 14:55:00,2025-09-09 15:26:00,31,31,0,1,0,0,2024-08-29 00:00:00
B6,08/29/2024,446,N526JL,BDL,2025-09-09 09:55:00,2025-09-09 09:46:00,-9,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,488,N709JB,ORH,2025-09-09 09:25:00,2025-09-09 09:27:00,2,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,500,N766JB,RDU,2025-09-09 14:30:00,2025-09-09 16:06:00,96,8,0,0,0,79,2024-08-29 00:00:00
B6,08/29/2024,552,N519JB,BOS,2025-09-09 14:10:00,2025-09-09 15:35:00,85,21,0,0,0,56,2024-08-29 00:00:00
B6,08/29/2024,598,N508JL,LGA,2025-09-09 06:45:00,2025-09-09 06:38:00,-7,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,656,N520JB,SYR,2025-09-09 18:15:00,2025-09-09 18:04:00,-11,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,698,N648JB,LGA,2025-09-09 10:05:00,2025-09-09 10:28:00,23,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,767,N821JB,PSE,2025-09-09 18:00:00,2025-09-09 19:39:00,99,28,0,0,0,69,2024-08-29 00:00:00
B6,08/29/2024,770,N649JB,ALB,2025-09-09 13:05:00,2025-09-09 14:51:00,106,39,0,0,0,52,2024-08-29 00:00:00
B6,08/29/2024,784,N633JB,JFK,2025-09-09 14:45:00,2025-09-09 16:32:00,107,13,0,4,0,94,2024-08-29 00:00:00
B6,08/29/2024,798,N661JB,LGA,2025-09-09 17:40:00,2025-09-09 18:33:00,53,42,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,884,N3196J,JFK,2025-09-09 06:00:00,2025-09-09 05:53:00,-7,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,998,N3157J,LGA,2025-09-09 20:30:00,2025-09-09 20:25:00,-5,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,1033,N768JB,SJU,2025-09-09 07:00:00,2025-09-09 07:00:00,0,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,1076,N784JB,PVD,2025-09-09 11:30:00,2025-09-09 11:27:00,-3,0,0,28,0,0,2024-08-29 00:00:00
B6,08/29/2024,1084,N703JB,JFK,2025-09-09 16:00:00,2025-09-09 17:22:00,82,19,0,7,0,63,2024-08-29 00:00:00
B6,08/29/2024,1098,N3157J,LGA,2025-09-09 13:00:00,2025-09-09 13:28:00,28,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,1133,N624JB,SJU,2025-09-09 10:45:00,2025-09-09 10:42:00,-3,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,1152,N579JB,BOS,2025-09-09 19:30:00,2025-09-09 21:49:00,139,19,0,0,0,110,2024-08-29 00:00:00
B6,08/29/2024,1184,N995JL,JFK,2025-09-09 07:10:00,2025-09-09 07:02:00,-8,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,1233,N625JB,SJU,2025-09-09 05:01:00,2025-09-09 04:57:00,-4,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,1284,N591JB,JFK,2025-09-09 18:00:00,2025-09-09 17:55:00,-5,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,1294,N766JB,HPN,2025-09-09 20:10:00,2025-09-09 20:54:00,44,0,0,39,0,32,2024-08-29 00:00:00
B6,08/29/2024,1433,N606JB,SJU,2025-09-09 17:10:00,2025-09-09 18:16:00,66,55,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,1494,N784JB,HPN,2025-09-09 18:59:00,2025-09-09 19:15:00,16,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,1584,N627JB,JFK,2025-09-09 09:20:00,2025-09-09 09:27:00,7,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,1586,N708JB,BUF,2025-09-09 19:35:00,2025-09-09 20:57:00,82,18,0,0,0,64,2024-08-29 00:00:00
B6,08/29/2024,1652,N834JB,BOS,2025-09-09 06:00:00,2025-09-09 05:54:00,-6,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,1694,N709JB,HPN,2025-09-09 16:59:00,2025-09-09 17:00:00,1,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,1728,N506JB,EWR,2025-09-09 19:25:00,2025-09-09 19:32:00,7,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,1952,N639JB,BOS,2025-09-09 20:45:00,2025-09-09 20:44:00,-1,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,2024,N506JB,DCA,2025-09-09 06:00:00,2025-09-09 05:57:00,-3,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,2028,N519JB,EWR,2025-09-09 07:00:00,2025-09-09 06:58:00,-2,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,2052,N656JB,BOS,2025-09-09 16:45:00,2025-09-09 17:43:00,58,14,0,0,0,40,2024-08-29 00:00:00
B6,08/29/2024,2128,N655JB,EWR,2025-09-09 21:35:00,2025-09-09 22:33:00,58,56,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,2133,N763JB,SJU,2025-09-09 22:25:00,2025-09-09 22:39:00,14,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,2252,N621JB,BOS,2025-09-09 09:39:00,2025-09-09 09:35:00,-4,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,2324,N658JB,DCA,2025-09-09 09:50:00,2025-09-09 09:44:00,-6,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,2384,N552JB,JFK,2025-09-09 10:15:00,2025-09-09 10:30:00,15,0,0,0,0,0,2024-08-29 00:00:00
B6,08/29/2024,2424,N592JB,DCA,2025-09-09 15:40:00,2025-09-09 17:11:00,91,19,0,19,0,72,2024-08-29 00:00:00
B6,08/30/2024,24,N766JB,DCA,2025-09-09 18:30:00,2025-09-09 18:30:00,0,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,94,N508JL,HPN,2025-09-09 10:30:00,2025-09-09 10:26:00,-4,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,119,N612JB,RIC,2025-09-09 12:05:00,2025-09-09 13:17:00,72,72,0,20,0,0,2024-08-30 00:00:00
B6,08/30/2024,128,N524JB,EWR,2025-09-09 13:00:00,2025-09-09 13:25:00,25,25,0,31,0,0,2024-08-30 00:00:00
B6,08/30/2024,131,N509JB,LAX,2025-09-09 18:00:00,2025-09-09 17:59:00,-1,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,133,N634JB,SJU,2025-09-09 13:00:00,2025-09-09 13:07:00,7,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,184,N2038J,JFK,2025-09-09 13:45:00,2025-09-09 14:00:00,15,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,384,N907JB,JFK,2025-09-09 19:00:00,2025-09-09 19:02:00,2,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,430,N649JB,BQN,2025-09-09 16:40:00,2025-09-09 16:38:00,-2,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,438,N646JB,BDL,2025-09-09 14:55:00,2025-09-09 15:27:00,32,22,0,0,0,9,2024-08-30 00:00:00
B6,08/30/2024,446,N768JB,BDL,2025-09-09 09:55:00,2025-09-09 10:07:00,12,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,488,N621JB,ORH,2025-09-09 09:25:00,2025-09-09 09:25:00,0,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,500,N527JL,RDU,2025-09-09 14:30:00,2025-09-09 15:54:00,84,82,0,66,0,2,2024-08-30 00:00:00
B6,08/30/2024,552,N504JB,BOS,2025-09-09 14:10:00,2025-09-09 14:09:00,-1,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,598,N632JB,LGA,2025-09-09 06:45:00,2025-09-09 06:33:00,-12,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,656,N521JB,SYR,2025-09-09 18:15:00,2025-09-09 18:06:00,-9,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,698,N708JB,LGA,2025-09-09 10:05:00,2025-09-09 10:02:00,-3,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,767,N508JL,PSE,2025-09-09 18:00:00,2025-09-09 18:16:00,16,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,770,N821JB,ALB,2025-09-09 13:05:00,2025-09-09 14:29:00,84,82,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,784,N662JB,JFK,2025-09-09 14:45:00,2025-09-09 18:24:00,219,46,0,0,0,169,2024-08-30 00:00:00
B6,08/30/2024,798,N580JB,LGA,2025-09-09 17:40:00,2025-09-09 17:50:00,10,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,884,N3142J,JFK,2025-09-09 06:00:00,2025-09-09 06:01:00,1,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,998,N3203J,LGA,2025-09-09 20:30:00,2025-09-09 20:57:00,27,27,0,4,0,0,2024-08-30 00:00:00
B6,08/30/2024,1033,N646JB,SJU,2025-09-09 07:00:00,2025-09-09 07:05:00,5,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,1076,N796JB,PVD,2025-09-09 11:30:00,2025-09-09 11:21:00,-9,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,1084,N597JB,JFK,2025-09-09 16:00:00,2025-09-09 18:48:00,168,108,0,0,0,57,2024-08-30 00:00:00
B6,08/30/2024,1098,N3203J,LGA,2025-09-09 13:00:00,2025-09-09 12:58:00,-2,0,0,23,0,0,2024-08-30 00:00:00
B6,08/30/2024,1133,N766JB,SJU,2025-09-09 10:45:00,2025-09-09 10:38:00,-7,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,1152,N793JB,BOS,2025-09-09 19:30:00,2025-09-09 19:34:00,4,4,0,14,0,0,2024-08-30 00:00:00
B6,08/30/2024,1184,N905JB,JFK,2025-09-09 07:10:00,2025-09-09 07:07:00,-3,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,1233,N661JB,SJU,2025-09-09 05:01:00,2025-09-09 05:00:00,-1,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,1284,N612JB,JFK,2025-09-09 18:00:00,2025-09-09 19:21:00,81,3,0,0,0,45,2024-08-30 00:00:00
B6,08/30/2024,1294,N636JB,HPN,2025-09-09 20:10:00,2025-09-09 20:07:00,-3,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,1433,N705JB,SJU,2025-09-09 17:10:00,2025-09-09 17:10:00,0,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,1494,N796JB,HPN,2025-09-09 18:59:00,2025-09-09 19:53:00,54,43,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,1584,N624JB,JFK,2025-09-09 09:20:00,2025-09-09 12:52:00,212,57,0,0,0,144,2024-08-30 00:00:00
B6,08/30/2024,1586,N607JB,BUF,2025-09-09 19:35:00,2025-09-09 19:30:00,-5,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,1652,N526JL,BOS,2025-09-09 06:00:00,2025-09-09 05:54:00,-6,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,1694,N621JB,HPN,2025-09-09 16:59:00,2025-09-09 17:06:00,7,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,1728,N520JB,EWR,2025-09-09 19:25:00,2025-09-09 20:02:00,37,32,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,1952,N527JL,BOS,2025-09-09 20:45:00,2025-09-09 23:00:00,135,16,0,0,0,100,2024-08-30 00:00:00
B6,08/30/2024,2028,N504JB,EWR,2025-09-09 07:00:00,2025-09-09 06:51:00,-9,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,2052,N517JB,BOS,2025-09-09 16:45:00,2025-09-09 16:50:00,5,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,2128,N821JB,EWR,2025-09-09 21:35:00,2025-09-09 22:41:00,66,4,0,0,0,50,2024-08-30 00:00:00
B6,08/30/2024,2133,N634JB,SJU,2025-09-09 22:25:00,2025-09-09 22:15:00,-10,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,2252,N509JB,BOS,2025-09-09 09:39:00,2025-09-09 09:36:00,-3,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,2324,N586JB,DCA,2025-09-09 09:50:00,2025-09-09 09:44:00,-6,0,0,24,0,0,2024-08-30 00:00:00
B6,08/30/2024,2384,N3169J,JFK,2025-09-09 10:15:00,2025-09-09 11:22:00,67,18,0,0,0,48,2024-08-30 00:00:00
B6,08/30/2024,2424,N629JB,DCA,2025-09-09 15:40:00,2025-09-09 15:48:00,8,0,0,0,0,0,2024-08-30 00:00:00
B6,08/30/2024,2984,N624JB,JFK,2025-09-09 20:35:00,2025-09-09 20:37:00,2,0,0,0,0,0,2024-08-30 00:00:00
B6,08/31/2024,94,N527JL,HPN,2025-09-09 10:30:00,2025-09-09 10:27:00,-3,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,119,N593JB,RIC,2025-09-09 13:50:00,2025-09-09 14:32:00,42,33,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,128,N630JB,EWR,2025-09-09 13:00:00,2025-09-09 13:08:00,8,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,131,N784JB,LAX,2025-09-09 18:00:00,2025-09-09 17:52:00,-8,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,184,N2029J,JFK,2025-09-09 13:45:00,2025-09-09 13:57:00,12,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,430,N703JB,BQN,2025-09-09 14:00:00,2025-09-09 13:59:00,-1,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,438,N569JB,BDL,2025-09-09 14:55:00,2025-09-09 14:58:00,3,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,446,N554JB,BDL,2025-09-09 09:30:00,2025-09-09 09:27:00,-3,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,488,N784JB,ORH,2025-09-09 09:25:00,2025-09-09 09:20:00,-5,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,500,N547JB,RDU,2025-09-09 16:40:00,2025-09-09 16:34:00,-6,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,552,N504JB,BOS,2025-09-09 14:10:00,2025-09-09 14:20:00,10,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,598,N580JB,LGA,2025-09-09 06:45:00,2025-09-09 06:40:00,-5,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,656,N519JB,SYR,2025-09-09 20:55:00,2025-09-09 21:02:00,7,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,698,N766JB,LGA,2025-09-09 10:05:00,2025-09-09 10:31:00,26,12,0,0,0,3,2024-08-31 00:00:00
B6,08/31/2024,767,N529JB,PSE,2025-09-09 18:00:00,2025-09-09 18:17:00,17,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,770,N508JL,ALB,2025-09-09 13:05:00,2025-09-09 13:00:00,-5,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,784,N2043J,JFK,2025-09-09 14:45:00,2025-09-09 14:45:00,0,0,0,33,0,0,2024-08-31 00:00:00
B6,08/31/2024,798,N789JB,LGA,2025-09-09 17:40:00,2025-09-09 17:47:00,7,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,884,N3132J,JFK,2025-09-09 06:00:00,2025-09-09 06:17:00,17,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,998,N3118J,LGA,2025-09-09 20:30:00,2025-09-09 20:31:00,1,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,1033,N569JB,SJU,2025-09-09 07:00:00,2025-09-09 06:55:00,-5,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,1076,N590JB,PVD,2025-09-09 11:40:00,2025-09-09 12:08:00,28,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,1084,N509JB,JFK,2025-09-09 16:24:00,2025-09-09 16:23:00,-1,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,1098,N3139J,LGA,2025-09-09 13:00:00,2025-09-09 12:57:00,-3,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,1133,N592JB,SJU,2025-09-09 10:45:00,2025-09-09 10:48:00,3,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,1184,N995JL,JFK,2025-09-09 07:10:00,2025-09-09 07:01:00,-9,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,1233,N649JB,SJU,2025-09-09 05:01:00,2025-09-09 05:00:00,-1,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,1284,N834JB,JFK,2025-09-09 18:00:00,2025-09-09 18:07:00,7,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,1294,N630JB,HPN,2025-09-09 20:10:00,2025-09-09 20:24:00,14,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,1433,N637JB,SJU,2025-09-09 16:10:00,2025-09-09 16:08:00,-2,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,1494,N527JL,HPN,2025-09-09 18:59:00,2025-09-09 19:04:00,5,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,1584,N607JB,JFK,2025-09-09 09:20:00,2025-09-09 09:17:00,-3,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,1586,N508JL,BUF,2025-09-09 20:59:00,2025-09-09 20:50:00,-9,0,0,20,0,0,2024-08-31 00:00:00
B6,08/31/2024,1652,N768JB,BOS,2025-09-09 06:00:00,2025-09-09 05:58:00,-2,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,1694,N554JB,HPN,2025-09-09 16:59:00,2025-09-09 16:54:00,-5,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,1728,N505JB,EWR,2025-09-09 19:25:00,2025-09-09 19:21:00,-4,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,2024,N505JB,DCA,2025-09-09 06:00:00,2025-09-09 05:47:00,-13,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,2028,N504JB,EWR,2025-09-09 07:00:00,2025-09-09 06:54:00,-6,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,2128,N703JB,EWR,2025-09-09 21:35:00,2025-09-09 21:52:00,17,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,2252,N834JB,BOS,2025-09-09 09:39:00,2025-09-09 09:53:00,14,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,2324,N807JB,DCA,2025-09-09 09:50:00,2025-09-09 10:20:00,30,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,2384,N962JT,JFK,2025-09-09 10:15:00,2025-09-09 10:13:00,-2,0,0,0,0,0,2024-08-31 00:00:00
B6,08/31/2024,2424,N568JB,DCA,2025-09-09 15:30:00,2025-09-09 15:27:00,-3,0,0,0,0,0,2024-08-31 00:00:00
SOURCE: Bureau of Transportation Statistics,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
